Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
13779310,47:36.0,13,2013-07-15 10:47:36 UTC,-73.978331,40.752474,-74.000789,40.758187,1
1667165,45:24.0,5.7,2009-06-01 08:45:24 UTC,-73.982324,40.774568,-73.973455,40.76442,1
18451428,40:00.0,10.9,2010-12-09 22:40:00 UTC,-73.944288,40.627162,-73.931382,40.66555,1
20137055,27:25.0,22.1,2011-10-03 06:27:25 UTC,-73.958608,40.768919,-73.870842,40.77407,1
39283186,08:00.0,5,2013-11-09 11:08:00 UTC,-73.99059,40.746032,-73.991147,40.739352,2
55379787,21:00.0,37.5,2014-07-12 13:21:00 UTC,-73.789945,40.644395,-73.944937,40.694372,3
22950926,14:43.0,56.8,2012-11-08 15:14:43 UTC,-73.972501,40.753854,-73.786446,40.639265,4
2876735,23:33.0,8.5,2009-04-09 15:23:33 UTC,-73.968671,40.672995,-73.991313,40.687899,1
53058158,30:57.0,12,2014-09-06 00:30:57 UTC,-74.007913,40.740509,-73.97832,40.752036,2
47849224,45:56.0,8.5,2010-01-12 08:45:56 UTC,-73.987175,40.771191,-73.960969,40.806967,1
32719949,46:00.0,16,2014-03-08 12:46:00 UTC,-73.983615,40.762302,-74.00181,40.727937,5
25023971,25:00.0,10,2013-07-03 09:25:00 UTC,-73.951085,40.78108,-73.97054,40.76242,5
52340870,20:39.0,19,2014-12-03 15:20:39 UTC,-74.011325,40.704394,-74.007877,40.746588,2
40671004,40:00.0,5,2014-03-01 13:40:00 UTC,-73.94916,40.773025,-73.953658,40.778502,2
3059328,20:32.0,33.44,2013-11-21 19:20:32 UTC,-73.989391,40.758453,-73.91045,40.884424,2
46609956,04:30.0,41.04,2015-05-10 15:04:30 UTC,-73.98469543,40.76396561,-73.86403656,40.76957703,1
35210327,44:00.0,9.3,2009-04-18 10:44:00 UTC,-73.957348,40.778953,-73.963388,40.801873,3
44770471,38:00.0,6.5,2011-10-06 12:38:00 UTC,-73.988353,40.748672,-73.97673,40.753267,6
32856014,32:30.0,8.5,2013-08-24 14:32:30 UTC,-74.004125,40.717483,-73.99295,40.742715,1
28578446,05:00.0,4.9,2012-07-23 02:05:00 UTC,-73.988482,40.759622,-73.991727,40.751547,5
31459076,51:48.0,13.5,2015-06-02 14:51:48 UTC,-73.95591736,40.78467178,-73.96802521,40.76529312,2
31159194,41:00.0,17,2012-10-13 17:41:00 UTC,-73.9759,40.744362,-74.007203,40.707652,1
52842988,23:42.0,3.5,2014-07-22 07:23:42 UTC,-73.947845,40.711288,-73.952563,40.710905,1
8380,35:44.0,7.5,2015-04-26 19:35:44 UTC,-73.96727753,40.75676346,-73.9784317,40.73440933,1
39969318,41:00.0,5.7,2010-04-23 21:41:00 UTC,-73.985947,40.76182,-73.972698,40.764055,1
1628731,28:42.0,73,2014-11-24 07:28:42 UTC,-73.978947,40.750083,-74.176972,40.694927,2
33719129,20:00.0,9,2014-10-29 17:20:00 UTC,-73.96962,40.763152,-73.957778,40.765487,1
34342862,17:00.0,10,2014-04-03 22:17:00 UTC,-73.998447,40.717497,-73.983088,40.744712,1
7565238,24:00.0,13.5,2014-04-10 11:24:00 UTC,-73.98668,40.76677,-73.99351,40.74699,1
54851687,18:09.0,8.1,2012-07-17 22:18:09 UTC,-73.986662,40.750379,-74.003836,40.738233,1
36703225,34:38.0,10.5,2012-10-15 11:34:38 UTC,-73.993972,40.751244,-73.995849,40.769346,1
22517044,05:15.0,6.9,2009-07-21 15:05:15 UTC,-73.9795,40.784701,-73.988063,40.763048,1
31179351,03:00.0,10,2013-01-01 13:03:00 UTC,-73.993985,40.751287,-73.995228,40.769542,1
6299992,13:48.0,7.7,2010-03-19 12:13:48 UTC,-73.990268,40.772355,-73.972338,40.761149,1
27007545,28:42.0,4.5,2012-07-16 13:28:42 UTC,-73.969216,40.785442,-73.978267,40.788398,1
32435482,35:00.0,34.8,2013-02-18 12:35:00 UTC,-73.975002,40.757812,-73.872372,40.774447,1
43200536,54:50.0,6.5,2009-11-17 23:54:50 UTC,-73.98707,40.73654,-74.003925,40.738144,1
34329950,07:53.0,11,2014-07-29 11:07:53 UTC,-73.994085,40.751041,-73.987793,40.770009,1
3452071,22:00.0,12,2014-01-14 15:22:00 UTC,-73.974995,40.750012,-73.971615,40.765262,5
38640457,40:40.0,8.5,2009-06-25 07:40:40 UTC,-73.982404,40.731404,-73.959783,40.765311,1
34242612,02:00.0,16,2012-09-30 16:02:00 UTC,-73.9917,40.75021,-74.011162,40.709912,5
33938973,37:42.0,8.5,2010-03-31 10:37:42 UTC,-73.987489,40.732694,-74.006787,40.726582,1
26050203,30:00.0,12.5,2013-01-29 07:30:00 UTC,-73.969487,40.785192,-73.973932,40.757062,1
12935202,25:16.0,4.1,2009-12-30 01:25:16 UTC,-73.958896,40.764152,-73.962588,40.756632,1
18017901,45:00.0,8.1,2011-03-10 22:45:00 UTC,-73.981313,40.741247,-74.00918,40.730588,3
47360442,11:06.0,3.7,2011-01-29 13:11:06 UTC,-73.972322,40.763402,-73.965981,40.759595,1
15985223,10:00.0,6.1,2012-04-04 12:10:00 UTC,-73.990403,40.751092,-73.98247,40.757122,1
25340929,09:00.0,7.3,2011-02-22 10:09:00 UTC,-73.954123,40.7789,-73.965508,40.759223,5
13589160,43:27.0,4.5,2014-03-23 11:43:27 UTC,-73.957312,40.77387,-73.960213,40.766504,1
41191430,49:21.0,49.15,2009-02-24 20:49:21 UTC,-73.776605,40.646194,-73.974425,40.752676,1
5777645,49:02.0,20,2015-01-04 10:49:02 UTC,-73.97743988,40.78987503,-73.99353027,40.73258591,1
19470589,00:33.0,10,2013-06-07 20:00:33 UTC,-73.99045,40.737061,-73.997315,40.756176,1
12968096,00:34.0,4,2013-06-08 09:00:34 UTC,-73.993948,40.746379,-73.988648,40.743753,1
26891386,30:39.0,4.1,2012-05-07 16:30:39 UTC,-73.98152,40.778729,-73.980186,40.788903,1
2658310,13:40.0,5.5,2014-06-15 08:13:40 UTC,-73.979657,40.764568,-73.964348,40.767851,2
37534474,49:10.0,7.3,2010-07-02 13:49:10 UTC,-73.974514,40.787494,-73.955728,40.773559,1
53740713,38:00.0,57.33,2014-01-09 18:38:00 UTC,-73.784722,40.648612,-73.982027,40.763687,2
40678290,27:45.0,10.5,2009-12-12 11:27:45 UTC,-73.991951,40.744055,-73.972675,40.764297,1
20526442,59:33.0,7.7,2010-01-08 09:59:33 UTC,-73.976196,40.781042,-73.99756,40.762049,1
43988368,58:00.0,7.7,2009-12-04 07:58:00 UTC,-73.970103,40.762488,-73.988492,40.754032,5
37326958,37:00.0,17.5,2013-09-14 21:37:00 UTC,-73.983925,40.738137,-74.016605,40.706802,2
20183112,45:00.0,10.9,2010-06-07 09:45:00 UTC,-73.96856,40.799273,-73.986212,40.76393,1
21130595,23:24.0,3.7,2011-05-19 22:23:24 UTC,-73.975179,40.759367,-73.970608,40.761197,1
39259222,44:54.0,40.9,2011-10-25 12:44:54 UTC,-73.866,40.7708,-73.9564,40.7843,1
34431614,26:01.0,21,2014-03-01 23:26:01 UTC,-73.978208,40.763283,-73.917887,40.767243,1
46623841,44:14.0,9.5,2015-05-11 13:44:14 UTC,-73.95629883,40.77656555,-73.95968628,40.76008224,1
15673406,14:00.0,10,2014-04-25 02:14:00 UTC,-73.993947,40.686497,-73.962197,40.67349,1
41448615,38:00.0,9.3,2010-04-09 14:38:00 UTC,-73.978025,40.752462,-73.982368,40.768018,1
28858438,36:09.0,17.7,2011-09-09 07:36:09 UTC,-73.989663,40.687797,-73.957016,40.723789,1
9662712,39:00.0,3.3,2009-10-23 23:39:00 UTC,-73.991488,40.744978,-73.987807,40.748373,5
47363827,46:59.0,4,2015-03-28 02:46:59 UTC,-73.98693848,40.75558472,-73.97875214,40.75214005,1
23885200,24:00.0,3.7,2010-06-29 11:24:00 UTC,-73.972348,40.758207,-73.969995,40.756858,2
30886175,42:51.0,18.5,2011-11-27 00:42:51 UTC,-74.002322,40.734349,-73.978818,40.666314,1
48275887,33:37.0,6.1,2011-06-17 15:33:37 UTC,-73.794134,40.657375,-74.002415,40.739672,1
48,16:00.0,3.3,2012-07-18 00:16:00 UTC,-73.98666,40.756072,-73.989727,40.751702,5
33763731,50:10.0,3.7,2010-02-28 20:50:10 UTC,-73.960573,40.769941,-73.954463,40.778023,1
4309096,40:02.0,5.5,2013-02-03 22:40:02 UTC,-73.951343,40.77874,-73.954918,40.76561,1
19166752,21:11.0,7,2015-05-05 17:21:11 UTC,-74.00158691,40.75642014,-73.99263763,40.75435257,1
44678598,58:17.0,4.9,2012-09-03 19:58:17 UTC,-73.976945,40.76415,-73.987788,40.769737,1
34559180,12:18.0,5,2015-02-26 09:12:18 UTC,-73.98841095,40.75376892,-73.98124695,40.75030136,1
21414259,46:32.0,24,2012-10-22 00:46:32 UTC,-74.007862,40.740561,-73.957027,40.729961,1
656792,16:00.0,6,2013-08-25 15:16:00 UTC,-73.984707,40.760812,-73.994442,40.764177,6
45040894,28:00.0,20.5,2010-02-11 08:28:00 UTC,-73.999123,40.688248,-73.950948,40.633562,1
19197741,54:00.0,5.3,2009-06-18 18:54:00 UTC,-73.977618,40.762055,-73.97167,40.757352,1
28048454,00:40.0,3.7,2011-03-31 23:00:40 UTC,-73.96808,40.800678,-73.961147,40.796727,2
22013443,55:00.0,9,2013-01-20 00:55:00 UTC,-74.00136,40.73614,-73.992477,40.717795,1
51331513,48:00.0,6,2013-08-24 22:48:00 UTC,-73.99077,40.74946,-73.978702,40.752505,1
23739757,45:00.0,36.83,2013-10-15 09:45:00 UTC,-73.874832,40.774017,-73.969513,40.757387,1
46179768,26:00.0,6.5,2014-02-07 23:26:00 UTC,-73.950245,40.821665,-73.948733,40.809115,1
47837999,04:38.0,8.5,2014-06-26 23:04:38 UTC,-73.974567,40.680242,-73.99545,40.690643,1
128182,22:01.0,3.7,2011-01-05 17:22:01 UTC,-73.975938,40.786464,-73.969955,40.794594,1
32772001,00:38.0,14,2013-12-22 22:00:38 UTC,-73.999806,40.719058,-73.990599,40.748801,2
10382902,16:00.0,5,2012-10-30 15:16:00 UTC,-73.967393,40.792836,-73.951961,40.786353,1
36233556,23:00.0,7,2013-09-14 18:23:00 UTC,-74.007635,40.741937,-73.991138,40.735132,1
6829162,21:00.0,14.5,2011-08-26 10:21:00 UTC,-74.003777,40.74824,-73.95598,40.768075,1
12725071,07:00.0,12.1,2012-07-10 16:07:00 UTC,-73.955037,40.769067,-73.985252,40.731877,1
50286202,40:58.0,5.5,2014-02-17 22:40:58 UTC,-73.987952,40.728057,-73.992505,40.715399,1
48998968,24:07.0,17.3,2012-04-28 15:24:07 UTC,-73.974507,40.783423,-73.987711,40.732798,2
46229407,06:00.0,49.8,2012-08-08 11:06:00 UTC,0,0,0,0,1
10239509,47:00.0,6,2014-06-14 13:47:00 UTC,-73.973278,40.75751,-73.982773,40.744935,1
49600676,52:59.0,4.9,2010-02-01 17:52:59 UTC,-73.963287,40.774269,-73.969489,40.766204,1
3345248,44:48.0,4.5,2014-05-16 00:44:48 UTC,-74.003466,40.732621,-74.008013,40.738173,2
10902024,25:00.0,3.3,2012-03-30 17:25:00 UTC,-73.968838,40.760488,-73.972022,40.75488,2
508739,09:00.0,8,2013-03-22 17:09:00 UTC,-73.979417,40.781652,-73.956758,40.78057,1
31840417,39:22.0,6.1,2009-01-04 20:39:22 UTC,-73.974077,40.764173,-73.954439,40.769788,1
24514740,43:19.0,26.27,2009-12-29 09:43:19 UTC,-73.873006,40.774226,-73.991929,40.742618,1
46740195,00:00.0,6.1,2009-07-02 09:00:00 UTC,-73.977343,40.764508,-73.990195,40.756488,1
50933672,00:00.0,36.1,2011-12-12 13:00:00 UTC,-73.788655,40.641957,-73.993345,40.66876,1
45138730,56:48.0,6.5,2011-07-15 12:56:48 UTC,-73.99461,40.726043,-73.98807,40.74096,1
53541888,23:00.0,6,2014-11-08 14:23:00 UTC,-74.001457,40.734467,-73.99379,40.741562,5
29635107,02:00.0,14.5,2014-12-31 21:02:00 UTC,-73.996452,40.726757,-73.96943,40.763875,1
22938571,49:00.0,13.5,2013-03-23 20:49:00 UTC,-74.007602,40.705537,-73.983712,40.729692,1
1001912,42:00.0,10.5,2010-02-25 13:42:00 UTC,-73.981718,40.773628,-73.974162,40.753812,1
13267279,15:46.0,6,2015-02-12 18:15:46 UTC,-73.99732971,40.72104263,-74.0054245,40.72816086,1
22525270,29:24.0,4.5,2012-11-25 16:29:24 UTC,-73.973041,40.748382,-73.977468,40.752108,1
47190139,17:00.0,9,2012-11-09 10:17:00 UTC,-73.98449,40.742867,-74.001375,40.739392,1
52612301,03:22.0,18.1,2009-01-31 18:03:22 UTC,-73.948866,40.781627,-74.004318,40.710435,2
15204629,17:44.0,10.5,2010-01-31 14:17:44 UTC,-73.973555,40.743521,-73.959101,40.78343,1
15307146,48:20.0,12.9,2009-11-19 15:48:20 UTC,-73.977915,40.786793,-73.982345,40.759868,1
6368305,31:06.0,5.3,2011-06-13 20:31:06 UTC,-73.9869,40.7396,-73.9723,40.7451,1
1721066,50:00.0,6.5,2012-03-16 00:50:00 UTC,0,0,0,0,1
47133220,45:00.0,6.9,2012-03-21 19:45:00 UTC,-73.959243,40.780212,-73.977332,40.789677,1
40968135,52:00.0,6.5,2012-12-07 16:52:00 UTC,-74.003978,40.713197,-74.003157,40.71404,1
7669069,36:00.0,8.1,2012-04-09 12:36:00 UTC,-73.99147,40.750168,-74.004112,40.72085,3
16195915,20:31.0,8.1,2010-09-24 21:20:31 UTC,-73.978213,40.766485,-73.992293,40.759178,1
28737868,53:03.0,6.9,2009-09-19 12:53:03 UTC,-73.994474,40.73227,-73.99224,40.749301,2
36887965,11:50.0,49.57,2010-05-25 08:11:50 UTC,-73.968936,40.754822,-73.788663,40.647326,3
25336196,08:00.0,33,2013-11-14 13:08:00 UTC,-74.001667,40.74084,-73.985337,40.662845,1
34288445,26:07.0,10.5,2013-11-10 12:26:07 UTC,-74.00178,40.73068,-73.979572,40.760923,1
27328419,33:04.0,7.5,2015-02-12 05:33:04 UTC,-73.99414825,40.75123215,-73.97579193,40.75968552,1
3370986,19:00.0,10.5,2011-09-25 11:19:00 UTC,-73.997697,40.724222,-73.98938,40.758353,1
18442940,05:25.0,7.3,2010-11-17 13:05:25 UTC,-73.958815,40.771544,-73.953395,40.78687,1
28243329,33:10.0,5.3,2010-04-10 15:33:10 UTC,-73.963888,40.756981,-73.950198,40.771163,1
3826665,16:00.0,9.5,2013-05-25 01:16:00 UTC,40.732897,-73.99774,40.747532,-73.97254,1
39149990,48:26.0,5.7,2011-08-19 09:48:26 UTC,-73.98325,40.750283,-73.981983,40.759622,1
31860789,55:00.0,7.7,2011-02-14 18:55:00 UTC,-74.006005,40.735437,-73.983852,40.741782,2
50905173,55:00.0,6,2014-01-08 07:55:00 UTC,-73.991092,40.750347,-73.978765,40.75046,1
25420291,48:05.0,15,2015-03-19 13:48:05 UTC,-73.98925018,40.7551384,-73.96603394,40.76769257,1
2694694,57:54.0,10,2014-06-30 19:57:54 UTC,-73.975441,40.751898,-74.003907,40.747641,1
27962954,40:12.0,16.5,2012-09-09 20:40:12 UTC,-73.982172,40.768463,-73.945357,40.766734,2
995695,02:00.0,12.5,2012-02-03 12:02:00 UTC,-73.972523,40.793913,-73.968308,40.75976,1
4187072,57:00.0,9.5,2014-10-17 18:57:00 UTC,-73.966283,40.764802,-73.983383,40.760855,4
19027714,26:12.0,57.33,2014-01-14 10:26:12 UTC,-73.789735,40.64365,-73.997021,40.737229,1
31355378,21:30.0,4.1,2010-04-28 16:21:30 UTC,-73.977779,40.77362,-73.970274,40.784455,1
39005405,35:51.0,10.1,2010-10-03 01:35:51 UTC,-73.985761,40.743936,-73.951807,40.772931,1
40303365,37:00.0,4.9,2011-03-06 10:37:00 UTC,-73.995643,40.726582,-73.994755,40.734335,1
48058996,05:00.0,5.7,2009-05-06 01:05:00 UTC,-73.991697,40.766442,-73.997917,40.750725,1
29599999,58:13.0,7.5,2013-06-05 06:58:13 UTC,-73.946022,40.780739,-73.9547,40.765372,1
40714928,17:57.0,8.1,2009-11-16 16:17:57 UTC,-73.973216,40.76405,-73.987422,40.739562,1
28695221,42:40.0,7.7,2010-11-13 02:42:40 UTC,-73.971427,40.794622,-73.954605,40.820425,1
13185107,59:09.0,6.5,2013-11-16 09:59:09 UTC,-74.006757,40.735526,-73.995157,40.749725,1
791335,20:00.0,13.7,2011-06-22 19:20:00 UTC,-73.982232,40.7457,-73.989025,40.722367,1
522917,32:35.0,9.3,2011-05-18 19:32:35 UTC,-73.989488,40.720487,-73.951855,40.714057,0
30908674,05:48.0,16.5,2012-10-13 15:05:48 UTC,-73.985126,40.692136,-74.008837,40.650227,1
4103226,11:45.0,9.3,2011-12-12 18:11:45 UTC,-73.977096,40.758574,-73.991186,40.732726,1
54707320,51:30.0,5,2009-01-09 22:51:30 UTC,-73.985904,40.741104,-73.978648,40.744906,1
32441642,49:55.0,3.3,2011-08-11 09:49:55 UTC,-73.9736,40.7509,-73.9703,40.7563,1
1474998,42:40.0,9.3,2009-05-03 17:42:40 UTC,-73.989904,40.729457,-73.991705,40.749651,3
51737080,29:43.0,15,2014-07-07 18:29:43 UTC,0,0,0,0,1
30041277,52:27.0,6.5,2013-02-22 18:52:27 UTC,-74.005515,40.726514,-73.993036,40.724233,1
29744845,55:00.0,4.1,2012-01-31 21:55:00 UTC,-73.993863,40.756757,-74.002938,40.752065,5
48185476,23:02.0,16.9,2011-11-05 13:23:02 UTC,-74.008733,40.704348,-73.976927,40.758759,4
27898148,50:00.0,8.5,2012-04-30 08:50:00 UTC,-73.988873,40.777703,-73.969762,40.762818,2
23261827,55:24.0,9,2013-07-20 11:55:24 UTC,-73.98939,40.768277,-73.994436,40.75112,1
32376226,53:00.0,5,2013-03-01 16:53:00 UTC,-73.98529,40.778317,-73.977237,40.784585,1
8989940,42:00.0,7.3,2010-03-26 13:42:00 UTC,-73.966622,40.761708,-73.977002,40.779155,5
30833526,54:38.0,14,2013-05-09 06:54:38 UTC,-74.015263,40.709311,-73.988121,40.759926,1
28895348,33:07.0,8.9,2010-02-12 10:33:07 UTC,-73.974809,40.729759,-73.999074,40.729945,1
10270823,45:00.0,10.5,2011-01-28 23:45:00 UTC,-73.95495,40.820268,-73.973903,40.784075,4
16941751,53:51.0,4.5,2013-04-01 14:53:51 UTC,-73.968544,40.767235,-73.971941,40.761143,1
40358675,42:31.0,5.5,2015-05-27 20:42:31 UTC,-73.99807739,40.76070786,-73.99214172,40.7589035,1
35866133,34:00.0,12.5,2014-04-12 19:34:00 UTC,-73.789707,40.646832,-73.795862,40.667587,2
17568974,37:00.0,3.3,2010-12-20 08:37:00 UTC,-73.968873,40.754295,-73.969968,40.757543,1
19365029,55:00.0,6.1,2011-02-15 07:55:00 UTC,-73.955922,40.784595,-73.964697,40.76991,1
36907753,10:00.0,4.5,2010-01-06 10:10:00 UTC,-73.978935,40.782455,-73.978032,40.791423,4
52895863,43:55.0,4.3,2009-01-26 16:43:55 UTC,-73.973481,40.747679,-73.977565,40.742347,1
23044673,37:00.0,14,2014-06-08 14:37:00 UTC,-73.990655,40.724365,-73.975842,40.756965,6
19285875,07:27.0,13,2015-04-12 11:07:27 UTC,-74.00040436,40.74715042,-73.96516418,40.7649498,2
20355301,16:21.0,44.33,2013-11-01 18:16:21 UTC,-73.868413,40.772843,-74.011587,40.702508,1
41789439,20:00.0,6,2013-07-14 13:20:00 UTC,-74.006488,40.733027,-74.007852,40.740287,5
31428029,14:06.0,5,2012-12-02 19:14:06 UTC,-73.979,40.749907,-73.98443,40.742925,1
51422353,16:50.0,4.9,2009-06-02 12:16:50 UTC,-73.98357,40.749722,-73.988182,40.738388,1
14076673,13:00.0,4.9,2010-08-01 11:13:00 UTC,-73.939448,40.810315,-73.940408,40.798065,1
8511891,06:00.0,5.3,2012-01-18 21:06:00 UTC,-73.978765,40.765387,-73.988413,40.76929,1
43326777,25:08.0,56.8,2013-01-01 21:25:08 UTC,-73.823885,40.713125,-73.970641,40.74819,1
16007682,08:00.0,57.33,2014-08-15 17:08:00 UTC,-73.783692,40.648652,-73.973735,40.750357,5
36951155,16:00.0,10.5,2010-05-02 12:16:00 UTC,-73.96996,40.760447,-73.955998,40.769572,2
44035599,55:00.0,14,2013-12-20 22:55:00 UTC,-73.989118,40.736405,-74.001357,40.707857,1
31614649,00:32.0,5.5,2015-05-27 21:00:32 UTC,-74.01495361,40.71431351,-74.01752472,40.7065773,1
53650717,38:00.0,6.5,2015-04-18 21:38:00 UTC,-73.98326874,40.75669861,-73.97093964,40.74887848,1
35522328,05:03.0,15.5,2012-09-20 20:05:03 UTC,-73.968915,40.763288,-73.99362,40.734457,1
17469769,31:00.0,8,2013-06-15 20:31:00 UTC,-73.996107,40.722612,-73.99683,40.739945,1
4763282,27:00.0,4.9,2009-06-09 19:27:00 UTC,-73.97194,40.750093,-73.97194,40.750093,1
16697541,21:53.0,6.5,2011-09-14 01:21:53 UTC,-73.986727,40.745379,-73.989925,40.729587,1
53127312,20:47.0,8,2014-06-08 01:20:47 UTC,-73.997678,40.72087,-73.983203,40.719999,1
6963251,37:00.0,8.1,2009-02-17 17:37:00 UTC,-73.997192,40.720972,-73.971808,40.744602,1
51589180,39:00.0,14,2014-02-20 21:39:00 UTC,-74.00207,40.709115,-73.976995,40.751897,1
6709770,49:00.0,4.9,2010-06-30 13:49:00 UTC,-73.97634,40.764537,-73.966342,40.762177,2
49918767,36:04.0,10.5,2011-09-03 22:36:04 UTC,-73.989529,40.720567,-74.004193,40.747595,3
44801650,51:03.0,5.7,2010-05-23 09:51:03 UTC,-73.982521,40.777436,-73.975626,40.791789,1
55194426,42:46.0,57.33,2013-03-06 14:42:46 UTC,-73.786457,40.64051,-73.981698,40.739764,1
46611773,20:00.0,6,2013-12-06 13:20:00 UTC,-73.967025,40.793637,-73.966447,40.804317,1
18143224,53:00.0,8.5,2010-05-25 13:53:00 UTC,-73.953603,40.767063,-73.979868,40.770865,1
2752620,42:00.0,25.3,2012-07-08 01:42:00 UTC,-73.989248,40.763197,-73.9593,40.69051,1
7656853,28:00.0,7,2013-03-11 09:28:00 UTC,-74.000855,40.732017,-73.99002,40.744247,4
54739361,29:25.0,7,2014-06-17 11:29:25 UTC,-73.98174,40.7408,-73.973951,40.752344,1
47302516,32:00.0,9,2013-11-11 17:32:00 UTC,-73.981322,40.778522,-73.99217,40.76154,1
20264365,37:00.0,2.5,2013-01-08 06:37:00 UTC,-73.928475,40.746455,-73.928463,40.74647,6
3007564,32:00.0,15.5,2012-12-12 08:32:00 UTC,-73.959768,40.79838,-73.973195,40.764762,1
1038471,09:01.0,5.5,2013-06-05 14:09:01 UTC,-73.977892,40.685089,-73.968706,40.692347,1
5212405,56:00.0,4,2014-05-24 11:56:00 UTC,-73.98092,40.768072,-73.978907,40.772467,1
34753856,16:00.0,6.5,2010-06-16 17:16:00 UTC,-73.977942,40.751187,-73.962223,40.766623,2
41705533,14:15.0,10.1,2009-06-19 07:14:15 UTC,-73.953143,40.771644,-73.977382,40.751032,1
31399068,53:00.0,4.5,2009-12-02 09:53:00 UTC,-73.976443,40.753827,-73.97562,40.753063,1
3332724,32:00.0,26,2014-11-16 00:32:00 UTC,-73.991,40.723877,-73.973455,40.79538,2
33751526,06:00.0,39.5,2012-10-12 13:06:00 UTC,-73.994947,40.740097,-73.87048,40.863212,1
18632467,16:43.0,5.7,2010-10-16 15:16:43 UTC,-73.988811,40.74529,-73.992526,40.749393,1
52413579,48:00.0,34.5,2014-05-10 02:48:00 UTC,-74.008337,40.711457,-74.00521,40.598252,1
35243462,46:15.0,15.3,2012-08-24 12:46:15 UTC,-73.965488,40.774506,-73.991635,40.749978,1
25471349,59:09.0,7,2014-02-08 22:59:09 UTC,-73.984948,40.759372,-73.982387,40.767173,1
9448382,14:50.0,10.5,2011-09-08 09:14:50 UTC,-74.008865,40.71461,-73.99191,40.747394,1
46779427,55:25.0,8.5,2011-05-18 06:55:25 UTC,-73.955985,40.77612,-73.972467,40.750903,1
49966355,41:00.0,7.5,2014-08-05 21:41:00 UTC,-74.014651,40.713948,-74.000357,40.733173,1
33369410,24:00.0,11,2013-12-07 22:24:00 UTC,-73.966647,40.76112,-73.968047,40.790655,1
9040261,03:19.0,23.5,2014-10-05 01:03:19 UTC,-73.980545,40.783296,-73.994387,40.719589,1
52574487,38:10.0,4.9,2011-04-25 14:38:10 UTC,-73.958762,40.778293,-73.953865,40.787743,1
28986451,47:00.0,8.5,2012-11-28 23:47:00 UTC,-74.006533,40.733022,-73.988302,40.72728,3
40547845,22:23.0,29.83,2013-08-01 20:22:23 UTC,-73.872973,40.774063,-73.977417,40.752834,1
43078296,52:22.0,7,2012-10-06 01:52:22 UTC,-74.005629,40.736738,-73.990721,40.725109,1
15372853,22:00.0,6,2013-03-07 05:22:00 UTC,-73.95533,40.779792,-73.957632,40.766932,1
8179827,16:51.0,9,2013-09-01 11:16:51 UTC,-73.986582,40.759488,-73.978848,40.752557,1
48038644,05:00.0,5,2014-05-05 21:05:00 UTC,-74.007525,40.7261,-74.00339,40.7388,1
46806946,52:02.0,26.2,2012-07-05 18:52:02 UTC,-73.981676,40.666904,-73.994293,40.75583,2
47284853,41:00.0,8.5,2012-02-28 09:41:00 UTC,-74.008242,40.73877,-73.98748,40.748528,5
25416587,26:38.0,7,2014-09-15 20:26:38 UTC,-74.008695,40.713521,-73.997809,40.723177,1
19503942,59:48.0,13,2014-04-26 16:59:48 UTC,-73.972596,40.749351,-73.988331,40.759381,1
27882538,41:00.0,12,2013-04-14 15:41:00 UTC,-73.96145,40.777267,-73.990065,40.752532,6
13493311,22:41.0,7.7,2011-01-15 14:22:41 UTC,-74.00608,40.717083,-73.989326,40.746833,1
28819894,48:00.0,8.9,2012-08-14 21:48:00 UTC,-73.986102,40.71578,-73.974082,40.75315,5
35010591,06:00.0,6.1,2009-10-28 12:06:00 UTC,-74.003358,40.726975,-73.98992,40.733717,2
53327309,55:34.0,15.5,2012-09-22 18:55:34 UTC,-73.990104,40.751007,-73.950125,40.780119,1
47856785,15:37.0,16,2012-09-23 12:15:37 UTC,-73.955131,40.777468,-73.929627,40.826323,1
14581515,27:09.0,15.5,2014-04-28 10:27:09 UTC,-73.972254,40.746504,-74.011524,40.704762,1
22902289,04:33.0,17.7,2009-04-23 17:04:33 UTC,-73.951644,40.778116,-74.005546,40.740071,1
38341645,19:00.0,5,2013-07-05 23:19:00 UTC,-73.95918,40.763602,-73.948537,40.773702,2
9265668,23:00.0,8.1,2009-09-10 16:23:00 UTC,-73.979968,40.770618,-73.96915,40.791138,1
19843870,58:37.0,3.7,2010-11-04 09:58:37 UTC,-73.963763,40.765421,-73.959057,40.771864,1
21797766,16:22.0,17.15,2009-03-15 04:16:22 UTC,-74.005335,40.740034,-73.953053,40.742259,2
10306336,19:35.0,4.5,2010-03-27 21:19:35 UTC,-73.986546,40.760875,-73.974287,40.757307,1
8434054,37:00.0,6.9,2012-01-13 15:37:00 UTC,-73.95616,40.776032,-73.960035,40.763702,4
13570629,08:00.0,4.5,2012-05-24 12:08:00 UTC,-74.014868,40.710648,-74.008693,40.71906,1
1370164,49:42.0,14.5,2012-04-11 09:49:42 UTC,-73.974166,40.755026,-73.999389,40.723293,1
50475317,18:00.0,9.7,2011-05-03 14:18:00 UTC,-73.954867,40.765592,-73.975942,40.757688,1
5217681,32:04.0,5.3,2010-03-24 00:32:04 UTC,-73.986598,40.727352,-74.001334,40.72665,1
10565915,11:00.0,16,2013-08-17 11:11:00 UTC,-73.948038,40.778765,-73.987015,40.758735,2
